"name","Degree","Weighted.Degree","modularity_class","pageranks","componentnumber","clustering","triangles","eigencentrality","author_id","URL"
"Philip Womble",1,1,1344,5.4e-05,0,0,0,0.000465,2735038557,"https://vpge.stanford.edu/sites/vpge/files/styles/large-square/public/womble.jpg?itok=C_FAiTsu"
"Robert Nishihara",4,0.454545,1344,2.7e-05,0,0.166667,1,0.099735,2003576574,""
"Sylvain Chassang",1,0.666667,1344,3.4e-05,0,0,0,0.001955,1512184276,"http://as.nyu.edu/content/dam/nyu-as/econ/images/Chassang.Sylvain.jpg"
"Tasker, Robert",6,1.247619,1344,6.5e-05,0,0,0,0.027026,2052217775,"https://connects.catalyst.harvard.edu/Profiles/profile/Modules/CustomViewPersonGeneralInfo/PhotoHandler.ashx?NodeID=1259570&cachekey=67387a16-4433-48ce-a873-4551b92e7f82"
"Tom Kinzel",1,0.6,1344,3.9e-05,0,0,0,0.000298,2012714143,""
"Phitayakorn, Roy",3,1,1344,5.9e-05,0,0,0,0.002516,2205212479,"https://catalyst.harvard.edu/wp-content/themes/_curryint/assets/img/tool-page-logo.png"
"Phuong Linh Doan",1,1,1344,4.5e-05,0,0,0,0.018003,2167428001,"http://medx.duke.edu/sites/medx.duke.edu/files/scholars_images/thumb_image_5728252.jpg"
"Suzanne Cooper",1,0.75,1344,4.5e-05,0,0,0,0.000962,2153444725,"http://www.hks.harvard.edu/sites/default/files/styles/employee_grayscale/public/bio_images/1022.jpg?itok=MAiOM1pa"
"Pierre Divenyi",1,1,1344,3.9e-05,0,0,0,0.011176,2781060074,"https://music.stanford.edu/sites/g/files/sbiybj9506/f/styles/large-square/public/divenyi_faculty.jpg?itok=Af7aFQzg"
"Christopher Thornton",2,2,1344,8.1e-05,0,0,0,0.000607,2114040588,"https://www.engr.colostate.edu/faculty-staff/internal/far/images/photos/thumbnail/Thornton_C.jpg"
"Piotr               Mirowski",2,0.2,1344,1.7e-05,0,0,0,0.00497,2030679600,"https://cs.nyu.edu/~mirowski/images/PiotrMirowski_NYU.jpg"
"Stephen L Craig",6,1.35213,1344,7.5e-05,0,0,0,0.020062,2239326120,"https://chem.duke.edu/sites/chem.duke.edu/files/uploads//externals/70899017914e6fc902e011bc612d5e99.jpg"
"Plamen Krastev, PhD",1,1,1344,4.5e-05,0,0,0,0.002194,2307338535,"https://www.rc.fas.harvard.edu/wp-content/uploads/2017/06/dominici_063017.jpg"
"Platt, Thomas",2,1,1344,7.8e-05,0,0,0,0.001023,2032510719,"https://www.k-state.edu/biology/images/faculty/platt.jpg"
"Reder, Anthony, MD",2,0.266667,1344,2.2e-05,0,1,1,0.007339,1996545825,"https://neurology.uchicago.edu/sites/neurology.uchicago.edu/files/styles/columnwidth/public/uploads/images/People/Reder_Anthony.jpg?itok=YFO1TIsb"
"Bin Zhang",1,0.008696,1344,9e-06,0,0,0,0.019832,2248836844,"https://chemistry.mit.edu/wp-content/uploads/2018/08/Zhang_Bin_Feature_Photo_Justin_Knight_2017.jpg"
"Polina Binder",2,1,1344,4.6e-05,0,1,1,0.039082,2564729137,"http://people.csail.mit.edu/icons/blank.gif"
"Alexandre Dombrovski",1,1,1344,4.7e-05,0,0,0,0.000932,2426808083,"http://www.cnbc.cmu.edu/cnbc-directory/name/dombrovski-alexandre-dombrovski-alexandre/"
"Ponisseril  Somasundaran",1,1,1344,5e-05,0,0,0,0.007083,2460500691,"https://industry.datascience.columbia.edu/sites/default/files/profiles/photos/Sia_web.png"
"Pooja Sidney",0,0,1630,8e-06,1670,0,0,0,2118000698,"https://psychology.as.uky.edu/sites/default/files/styles/redesign_profile_picture/public/pictures/picture-51890-1536328424.jpg?itok=wDvzSTWc"
"Shanta Hattikudur",0,0,1631,8e-06,1671,0,0,0,682982654,""
"Pouya Asadi",3,1,1344,4.1e-05,0,0.333333,1,0.002275,2737328239,"http://www.physics.rutgers.edu/dev/newbanner.png"
"Pouyan Ahmadi",1,1,1632,5.6e-05,1672,0,0,0.00014,2222580940,"https://content.gmu.edu/sites/common/files/profile-headshot/pouyan.jpg"
"Bijan Jabbari",1,1,1632,5.6e-05,1672,0,0,0.00014,309480733,"https://ece.gmu.edu/sites/ece/files/styles/medium/public/person/130/bijanjabbariphoto.jpg?itok=1Vq087qB"
"Powers, Brian",7,0.909091,1344,4.6e-05,0,0.047619,1,0.105091,2190439512,"https://catalyst.harvard.edu/wp-content/themes/_curryint/assets/img/tool-page-logo.png"
"Prabodh Panindre",0,0,1633,8e-06,1673,0,0,0,194910826,"https://engineering.nyu.edu/sites/default/files/styles/square_large_default_1x/public/migrated/2015-10/pictures/picture-6002.png?h=c3c25ece&itok=K7i7pGC6"
"Pradeep Chhibber",0,0,1634,8e-06,1674,0,0,0,609587636,"https://southasia.berkeley.edu/sites/default/files/imagecache/People_List_Img_125/shared/images/people/Pradeep_0.jpg"
"Prager, Laura",1,1,1344,4.8e-05,0,0,0,0.012012,2171291169,"https://catalyst.harvard.edu/wp-content/themes/_curryint/assets/img/tool-page-logo.png"
"Rex Martin",2,1.111111,1344,5.6e-05,0,0,0,0.002348,2274369267,"http://global.ku.edu/sites/global.ku.edu/files/images/galleries/Buttons/Degrees%20BUTTON.png"
"Pramodita Sharma, Ph.D.",0,0,1635,8e-06,1675,0,0,0,2123686151,"https://www.uvm.edu/sites/default/files/psharma_0.jpg"
"Sanjay Sharma, Ph.D.",1,1,1755,5.6e-05,1676,0,0,0.00014,2237874154,"https://www.uvm.edu/sites/default/files/ssharma.jpg"
"Pranab  Bardhan",1,1,1344,4.3e-05,0,0,0,0.000717,890852132,"https://southasia.berkeley.edu/sites/default/files/imagecache/People_List_Img_125/shared/images/people/Pranab_0.jpg"
"Prasad Jayanti",1,1,1344,4.1e-05,0,0,0,0.001963,2000404277,""
"William Chameides",0,0,1636,8e-06,1677,0,0,0,2069717170,"https://scholars.duke.edu/individual/t5355042"
"Robert A. Shumsky",4,1.5625,1344,6.4e-05,0,0.166667,1,0.007773,214984782,""
"Robert G. Hansen",1,0.0625,1344,1.1e-05,0,0,0,0.001122,2583830116,"https://www.tuck.dartmouth.edu/images/made/uploads/faculty/f_hansen_600_857_75_s.jpg"
"Praveen Rao Juvvadi, PhD",2,0.115385,1344,1.3e-05,0,0,0,0.01671,1974071380,"https://pediatrics.duke.edu/sites/pediatrics.duke.edu/files/styles/profile/public/scholars_images/i3257782.jpg?itok=K1dbdpV6"
"Preethi Vaidyanathan",4,0.947368,1344,5.1e-05,0,0.166667,1,0.002639,2308573065,"https://www.cis.rit.edu/sites/cis.rit.edu/files/images/profiles/Preethi_Vaidyanathan_full.png"
"Tiffany Hutchins, Ph.D.",0,0,1637,8e-06,1678,0,0,0,1974999590,"https://www.uvm.edu/sites/default/files/profile_images/700x350hutchins.jpg"
"Michael Gershenson",1,0.125,1344,2.6e-05,0,0,0,0.000336,2041119029,"http://www.physics.rutgers.edu/~gersh/Images/DSC08719.JPG"
"Prenni, Jessica",1,1,1344,4.1e-05,0,0,0,0.000283,1191328282,"http://hortla.agsci.colostate.edu/wp-content/uploads/sites/19/2018/05/Prenni_180x230.jpg"
"Preston  Culbertson",1,1,1344,3.7e-05,0,0,0,0.023791,2740710716,"https://msl.stanford.edu/sites/g/files/sbiybj8446/f/styles/profile-pic/public/profile_msl.jpeg?itok=hgKAuXhp"
"Priyank Bharad",1,1,1344,4.7e-05,0,0,0,0.000327,2231049260,"http://nsfcac.rutgers.edu/sites/all/files/priyank_CACWEBSITE.jpg"
"Prudence Fisher",2,1,1344,5.1e-05,0,0,0,0.009647,2112434987,"https://socialwork.columbia.edu/wp-content/themes/cssw/assets/images/v2/ColumbiaU_Wordmarklogo.png.pagespeed.ce.QdULwgdLdB.png"
"Purba Mukherjee, PhD",1,1,1344,4.3e-05,0,0,0,0.003002,2772814884,"http://hogle.med.harvard.edu/images/lab/Purba-Mukherjee.png"
"Puttarin Kulchaitanaroaj",3,1,1344,5.7e-05,0,0.333333,1,0.016402,2629733746,""
"Marcelo Guzman",2,0.108453,1344,1.6e-05,0,0,0,0.00243,2123327581,"https://appalachiancenter.as.uky.edu/sites/default/files/appalachian-studies.png"
"Qi Pan",4,1,1344,4.1e-05,0,0.833333,5,0.042712,2644697364,"http://molbio.mgh.harvard.edu/molbio-static/noimage1.png"
"Qi Wei",1,1,1344,4.2e-05,0,0,0,0.000427,2698991588,"https://cs.gmu.edu/media/uploads/people/.thumbnails/qi_wei.jpg/qi_wei-150x200.jpg"
"Xiaobing Feng",3,2.083333,1344,8.1e-05,0,0,0,0.002092,2155265341,"https://www.math.utk.edu/photos/DSCF0651.JPG"
"Qifan Pu",4,1,1344,4.5e-05,0,0,0,0.141552,2122055518,"https://people.eecs.berkeley.edu/~qifan/portrait-2019.jpg"
"Qihang  Lin",7,0.489967,1344,2.8e-05,0,0.095238,2,0.064021,2165788238,""
"Runchao  Ma",2,1.021739,1344,5.1e-05,0,0,0,0.008703,2803164897,""
"Seyoung Kim",3,0.908163,1344,4.4e-05,0,1,3,0.073167,2305923531,"http://www.cs.cmu.edu/~sssykim/kim.jpg"
"Qing Rebecca Li",1,1,1344,4.9e-05,0,0,0,0.009319,2395269791,"http://equs.mit.edu/wp-content/uploads/2018/06/rebecca-e1542816130973-150x150.jpeg"
"Qing Zhu",1,1,1344,5.2e-05,0,0,0,0.000749,2158755751,""
"Qing, Ciyang",1,1,1344,4.3e-05,0,0,0,0.025643,2127938858,"https://www-csli.stanford.edu/sites/default/files/sites/default/files/images/ciyang_1.jpg"
"Qinglin Wu",4,1,1344,6.2e-05,0,0.166667,1,0.011018,2111410771,"https://www.biochem.duke.edu/sites/www.biochem.duke.edu/files/QWu350.jpg"
"You Wang",1,0.2,1344,1.9e-05,0,0,0,0.001342,2517799573,"https://www.biochem.duke.edu/sites/www.biochem.duke.edu/files/YouWang350.jpg"
"Qingnan Zhou",3,1.25,1344,5.4e-05,0,0.333333,1,0.006856,2110475654,"https://cs.nyu.edu/~qnzhou/qingnan.png"
"Scott Barish",3,0.875,1344,3.9e-05,0,0.333333,1,0.028686,2175101901,"https://www.neuro.duke.edu/sites/www.neuro.duke.edu/files/styles/medium/public/shapeimage_8.png?itok=wm8rXxc_"
"Qingyun Wu",1,1,1344,4.3e-05,0,0,0,0.011618,2782048179,"https://msande.stanford.edu/sites/g/files/sbiybj9766/f/styles/large-square/public/9201ad3c0eb3849c9a42e8cba06a666e.jpg?itok=Ra3tJyV2"
"Xiaosheng Li",3,1.35,1344,8.6e-05,0,0,0,0.003227,2620074526,""
"Diana Do",1,0.25,1344,2.3e-05,0,0,0,0.001748,2768253311,""
"Tembine Hamidou",1,0.5,1344,2.5e-05,0,0,0,0.045753,239483678,"https://nyuscholars.nyu.edu/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"Quarraisha Abdool Karim",0,0,1638,8e-06,1679,0,0,0,1785710787,"https://beta.global.columbia.edu/files/globalcommons2/styles/faculty_profile_main_image/public/qa4_3_karim.jpg?itok=0mx11Rrz&c=1e2e986fe606cf9ec54646aba9a4aedb"
"Benjamin, Holly",1,0.5,1344,3e-05,0,0,0,0.000465,2141221072,""
"Quinn Dombrowski",2,1,1639,8.2e-05,1680,0,0,0.000306,2897555099,"http://researchdata.berkeley.edu/sites/default/files/styles/small_circle/public/people/quinn_square.jpg?itok=OJyFKmaV"
"Amy  Neeser",1,0.5,1639,4.3e-05,1680,0,0,0.000199,2853218982,"http://researchdata.berkeley.edu/sites/default/files/styles/small_circle/public/people/Amy%20Neeser.jpg?itok=8WAdK_NB"
"Ronelle Alexander",1,0.5,1639,4.3e-05,1680,0,0,0.000199,2137632845,""
"Sharvelle, Sybil",4,1.071429,1344,6e-05,0,0,0,0.003726,1831013296,"https://www.engr.colostate.edu/se/wp-content/uploads/2018/06/Sharvelle.jpg"
"Todd Bandhauer",1,0.071429,1344,1.6e-05,0,0,0,0.000452,2086055147,"https://www.engr.colostate.edu/faculty-staff/internal/far/images/photos/thumbnail/Bandhauer_2_thumb.jpg"
"Godfrey, Linda",2,0.676471,1344,4.1e-05,0,0,0,0.006705,2097258069,"https://geology.rutgers.edu/images/stories/headshots/Linda_godfrey_2a.jpg"
"Robert P. Metzger",2,1.066667,1344,5.9e-05,0,0,0,0.000677,2130428195,"http://www.chemistry.sdsu.edu/graphics/Metzger_00b.jpg"
"R.               Michael Roberts",1,1,1344,4.5e-05,0,0,0,0.000461,2171542734,"https://biochem.missouri.edu/faculty/faculty-members/robertsm/mug.jpg"
"R. Alison Adcock, MD, PhD",1,1,1344,5.1e-05,0,0,0,0.009913,2686332928,"https://medschool.duke.edu/sites/medschool.duke.edu/files/styles/profile/public/i4577772.jpg?itok=BMus0877"
"R. Howell",2,1,1344,5e-05,0,0,0,0.00695,2578181892,"https://miami.pure.elsevier.com/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"R. Michael Miller",2,1,1344,5.8e-05,0,0,0,0.007351,2130595829,"http://www.masongross.rutgers.edu/sites/mgsa/files/R.%20Michael%20Miller-8.jpg?1381346222"
"R. Stephen Berry",0,0,1640,8e-06,1681,0,0,0,2644788926,"https://chemistry.uchicago.edu/sites/default/files/20160208_Chem-Berry_1522-t.png"
"R. T. Marler",1,1,1344,4.9e-05,0,0,0,0.000313,2663552192,"http://old.engineering.uiowa.edu/sites/default/files/styles/profile_portrait/public/field/image/Marler%2CTim.jpg?itok=AK4_scZJ"
"Rabah  Amir",1,1,1344,4.4e-05,0,0,0,0.000522,2742542475,""
"Rabe, Stephen",1,1,1641,5.6e-05,1682,0,0,0.00014,1861828668,"https://utdallas.edu/ah/images/people/StephenRabe.jpg"
"Richard Immerman",1,1,1641,5.6e-05,1682,0,0,0.00014,1992835612,"https://liberalarts.temple.edu/sites/liberalarts/files/RHICLASuite_001.jpg"
"Read more Brechin, Steven",3,1.222222,1344,7.6e-05,0,0.333333,1,0.001251,1988938341,"https://sociology.rutgers.edu/images/stories/stories/faculty/2018/Fac_Brechin_Steven.jpg"
"Yuan, Jiacan",2,1,1344,6.2e-05,0,0,0,0.002982,2118850661,"https://geology.rutgers.edu/images/headshots/JiacanYuan_v1.jpg"
"Rachel Brewster",2,1,1344,5e-05,0,0,0,0.001913,2129565268,"https://law.duke.edu/sites/default/files/images/directory/brewster.jpg"
"Rachel E Cowan",1,1,1344,4.7e-05,0,0,0,0.001302,2168308715,"https://miami.pure.elsevier.com/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"Rachel Falmagne, Ph.D.",1,1,1344,4.8e-05,0,0,0,0.005033,73303828,"https://www2.clarku.edu/departments/psychology/faculty/images/Rachel-Falmagne-150.jpg"
"Rachel Immen, MD",1,1,1642,5.6e-05,1683,0,0,0.00014,2940272402,"https://familyphysician.centerforconferences.uiowa.edu/sites/familyphysician.centerforconferences.uiowa.edu/files/styles/people_grid/public/people/photos/rimmen.png?itok=j2rPK2pB"
"Kyoung Bin Im, MD",1,1,1642,5.6e-05,1683,0,0,0.00014,2125026863,"https://wsi.healthcare.uiowa.edu/ImageHandler/ImageHandler.ashx?Image=imkb&IHUsername=e9ea4e37695ec4472af8acb586a9dc73&IHPassword=48503dfd58720bd5ff35c102065a52d7"
"Rebecca Bernert",2,1.6,1344,7.8e-05,0,0,0,0.005175,2345748416,"https://neuroscience.stanford.edu/sites/g/files/sbiybj1576/f/styles/large-square/public/06bd086083eb5537e2f734b992ba18d8.jpg?itok=j05etqGr"
"Rachel McCleary",0,0,1643,8e-06,1684,0,0,0,1970781917,"https://static.scholar.harvard.edu/files/styles/os_files_medium/public/mccleary/files/linderpix-30776_240x330.jpg?m=1501187305&itok=PYhB82_u"
"Rachel Meyer",1,1,1344,4.6e-05,0,0,0,0.000441,2096585188,"https://static.hwpi.harvard.edu/files/styles/profile_full/public/sociology/files/meyer.jpg?m=1545069105&itok=rHX4XGvJ"
"Rachel Ryskin",1,1,1344,5.2e-05,0,0,0,0.004474,2304996933,"http://web.mit.edu/ryskin/www/images/cuny2017talk_cropped.jpg"
"Rachel Somerville",6,1.277866,1344,7.3e-05,0,0.2,3,0.008415,2067187157,"http://www.physics.rutgers.edu/physdb/people/images/Somerville.jpg"
"Dale Kocevski",2,0.293478,1344,2.3e-05,0,1,1,0.003152,173158744,"https://pa.as.uky.edu/sites/default/files/physics-and-astronomy.png"
"Rachel Sortino",1,1,1644,5.6e-05,1685,0,0,0.00014,2720975770,"https://a.academia-assets.com/images/s200_no_pic.png"
"Ipsita Banerjee, Ph.D.",1,1,1644,5.6e-05,1685,0,0,0.00014,694794301,"https://www.fordham.edu/images/Ipsita_Banerjee.jpg"
"Michael Pagano",1,0.5,1344,2.6e-05,0,0,0,0.000779,1958632228,""
"Rachel Williams",1,1,1344,4.5e-05,0,0,0,0.006252,2147618746,"https://art.uiowa.edu/sites/art.uiowa.edu/files/styles/profile_image/public/field/images/RW%20for%20web_0.jpg?itok=NEqi0rVa"
"Rachelle Gaudet",3,2,1344,7.5e-05,0,0,0,0.027879,1999451987,"https://dmg5c1valy4me.cloudfront.net/wp-content/uploads/2016/07/01165012/Gaudet_1.jpg"
"Rademacher, Christopher James",1,1,1344,4.8e-05,0,0,0,0.000451,2489177370,"https://vetmed.iastate.edu/sites/default/files/pictures/Rademacher_Christopher_web.jpg"
"Radford, Donald",2,1,1344,4.7e-05,0,0,0,0.001038,2128374131,"https://www.engr.colostate.edu/se/wp-content/uploads/2018/06/DonRadford.jpg"
"Paul Heyliger",2,1.5,1344,6.8e-05,0,0,0,0.000469,16026707,"https://www.engr.colostate.edu/faculty-staff/internal/far/images/photos/thumbnail/Heyliger_1741a.jpg"
"Radovick, Sally",1,0.030303,1344,1.1e-05,0,0,0,0.00426,2749049465,"https://molbiosci.rutgers.edu/images/prof_photos/radovicksally.jpg"
"Radu Iovita",1,1,1344,6.1e-05,0,0,0,0.00028,941607906,"https://s18798.pcdn.co/csho/wp-content/uploads/sites/2067/2016/10/radu-iovita-1.jpg"
"Michelle M. Glantz",3,1.75,1344,0.000107,0,0,0,0.000605,2156366800,"https://www.libarts.colostate.edu/anthropology2018/wp-content/uploads/userphoto/mglantz.jpg"
"Rafe Mazzeo",2,1.076923,1344,4.3e-05,0,0,0,0.025626,2122918162,"http://mathematics.stanford.edu/wp-content/uploads/connections-images/rafe-mazzeo/Mazzeo_R-1.jpg.jpg"
"Ragesh Jaiswal",3,1.029412,1344,3.9e-05,0,0,0,0.048893,2807152169,"http://c.statcounter.com/5668906/0/78b19861/1/"
"Rahul G. Krishnan",1,1,1344,4e-05,0,0,0,0.020351,2514926833,"http://people.csail.mit.edu/rahulgk/images/rahul.jpg"
"Rahul Makhijani",1,1,1344,3.8e-05,0,0,0,0.003999,2913965924,"https://msande.stanford.edu/sites/g/files/sbiybj9766/f/styles/large-square/public/508cb297d3edc47175aaaa3b79f39221.jpg?itok=B7w0v2u-"
"Rahul Panat",2,1.333333,1344,6.6e-05,0,0,0,0.001513,1964053373,"https://engineering.cmu.edu/_files/images/directory/rpanat.png"
"Raiyan Zaman",1,1,1344,4.8e-05,0,0,0,0.010678,2918411020,"http://gordon.mgh.harvard.edu/gc/wp-content/uploads/RaiyanZaman.jpeg"
"Raja  Sengupta",1,1,1344,5.4e-05,0,0,0,0.001417,2895506536,"https://www.ce.berkeley.edu/sites/default/files/styles/headshot_120x180/public/faculty_headshots/sengupta.jpg?itok=tsbZaEZb"
"Pavan Kavali",1,0.25,1344,2.2e-05,0,0,0,0.003658,2544020381,"https://profiles.wustl.edu/files-asset/24530248/kavali_pavan_321798.jpg"
"Sudipto Guha",6,0.959531,1344,4.3e-05,0,0.133333,2,0.105502,2135063632,""
"Rajendra Raj",3,0.420635,1344,3e-05,0,0,0,0.005847,2135870618,"https://www.rit.edu/sites/rit.edu/files/styles/news_thumbnail/https/cdn.rit.edu/images/news/2019-07/bo-yuan.jpg?itok=7Tqwj4rj"
"Raju Tomer, PhD",3,1,1344,4.7e-05,0,0.666667,2,0.028995,2307383194,""
"Raka Ray",1,1,1645,5.6e-05,1686,0,0,0.00014,2163236414,"https://southasia.berkeley.edu/sites/default/files/imagecache/People_List_Img_125/shared/images/people/Raka.jpg"
"Cynthia Enloe, Ph.D.",1,1,1645,5.6e-05,1686,0,0,0.00014,2030389298,"http://www2.clarku.edu/departments/politicalscience/facultypub/images/cynthia_enloe.jpg"
"Rebecca Hutchinson",2,0.444444,1344,3.2e-05,0,0,0,0.033988,1980295223,""
"Ralph  McKenzie",1,1,1646,5.6e-05,1687,0,0,0.00014,2153023500,"https://math.berkeley.edu/sites/default/files/imagecache/photo_faculty/faculty/photos/Ralph.McKenzie.jpg"
"Matthew Moore",1,1,1646,5.6e-05,1687,0,0,0.00014,2301864318,"https://eecs.drupal.ku.edu/sites/all/themes/ku_template_2012_3col/images/far_above.png"
"Zack Butler",2,0.428571,1344,3.2e-05,0,0,0,0.005878,864545723,""
"David MacAlpine",2,1.5,1344,6.5e-05,0,0,0,0.001259,2057015031,"https://genome.duke.edu/sites/genome.duke.edu/files/styles/gcb_350x350/public/MacAlpline%2C%20David.jpg?itok=YRIgS-L_"
"Sanjay  Jain",2,1.25,1344,6.6e-05,0,0,0,0.001822,2941809358,"http://jindal.utdallas.edu/files/sanjay_jain.jpg"
"Timothy L. Shaftel",1,0.25,1344,2.1e-05,0,0,0,0.000741,2300267320,"https://business.ku.edu/sites/business.ku.edu/files/images/template/brand/give.jpg"
"Ramakrishna, Viswanath",1,1,1344,4.5e-05,0,0,0,0.001938,2919420592,""
"Wolfgang Gatterbauer",2,0.75,1344,3.2e-05,0,0,0,0.046987,2776145993,""
"Ramamoorthy, Chittoor",1,1,1344,5.3e-05,0,0,0,0.000351,429548451,"http://www.eecs.berkeley.edu/Faculty/Photos/Homepages/ramamoorthy.jpg"
"Rebecca L Collins",1,0.333333,1344,2.9e-05,0,0,0,0.000898,2614727770,"https://pediatrics.med.uky.edu/sites/default/files/styles/profile_pic_medium_bootstrap/public/pictures/picture-10362-1492622418.jpg?itok=RhkaTEhm"
"Ramesh Jagannathan",2,1,1647,5.9e-05,1631,0,0,0.000367,2194305202,"https://nyuscholars.nyu.edu/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"Matthew Karau",1,0.5,1647,3.4e-05,1631,0,0,0.000212,2121730381,"https://nyuscholars.nyu.edu/files-asset/42162451/Matt.jpg"
"Rami Grossberg",0,0,1648,8e-06,1688,0,0,0,2085426384,"http://www.math.cmu.edu/~rami/Rami.8.14.00.gif"
"Ramin Moghaddass",2,1,1344,4.7e-05,0,1,1,0.021712,2008726728,"https://miami.pure.elsevier.com/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"Ramji  Balakrishnan",4,1,1344,4.8e-05,0,0,0,0.003679,2147967967,""
"Thomas S. Gruca",3,1.4,1344,6.2e-05,0,0,0,0.005953,185315655,""
"Maria Nedwidek",1,0.066667,1344,1.1e-05,0,0,0,0.018423,1964874470,"http://molbio.mgh.harvard.edu/molbio-static/noimage1.png"
"Ramon Montero",1,0.333333,1344,2.3e-05,0,0,0,0.000441,2106766865,"https://miami.pure.elsevier.com/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"Stephen C Davis",1,0.166667,1344,1.9e-05,0,0,0,0.000903,2110879278,"https://miami.pure.elsevier.com/files-asset/18367591/sdavis"
"Ran Abramitzky",1,1,1344,4.1e-05,0,0,0,0.006249,314009806,"https://fsi-live.s3.us-west-1.amazonaws.com/s3fs-public/styles/headshot_195x260/public/staff/5041/Abramitzky.image271.jpg?itok=JLJ_ck-R"
"Ran Huo",1,1,1649,5.6e-05,1689,0,0,0.00014,2502648596,"https://math.duke.edu/sites/math.duke.edu/files/styles/medium/public/externals/00279e991a6fb4a243aefa4023a03a83.jpg?itok=dZBRdA2N"
"Matthew S Junge",1,1,1649,5.6e-05,1689,0,0,0.00014,2478010400,"https://math.duke.edu/sites/math.duke.edu/files/styles/medium/public/externals/7392d99f175fb0a9c0a47ef44e919294.jpg?itok=zxSPhL2w"
"Ran Reshef, MD",1,1,1344,5.2e-05,0,0,0,0.001981,2124730816,"http://cancer.columbia.edu/sites/hiccc.columbia.edu/files/styles/medium/public/cups/reshefr.jpg?itok=s_dZiPn8"
"Randall Davis",2,1,1344,4.7e-05,0,1,1,0.03003,2565731452,"https://www.csail.mit.edu/sites/default/files/styles/headshot/public/images/people/profile/Jun%2030%202016%20-%20Digital%20Cognition%20Technologies%20-%20Randy%20Davis%20-%200001%20-%20social.jpg?h=5dd52f74&itok=THaS0U-S"
"Randall L. McEntaffer",1,1,1344,5.3e-05,0,0,0,0.001769,649609470,""
"Randall Owen",2,0.2,1344,3.8e-05,0,0,0,0.000549,2305818668,"https://cms.ahs.uic.edu/disability-human-development/wp-content/uploads/sites/5/2017/10/IMG_1229-135x180.jpg"
"Randi Foraker",2,1,1344,4.9e-05,0,1,1,0.017502,2767040116,"https://profiles.wustl.edu/files-asset/26938013/foraker.jpg"
"Norelle Rizkalla Reilly, MD",1,0.171429,1344,1.9e-05,0,0,0,0.000844,2126912497,"https://www.pediatrics.columbia.edu/sites/default/files/styles/cola_media_400/public/cups-profile/headshot/nrizkallareilly.jpg?itok=zg9bNFn4"
"Joel P. Clark",1,0.153846,1344,1.7e-05,0,0,0,0.001349,2469028583,"https://dmse.mit.edu/sites/default/files/styles/person_image/public/ff/person/photo/Clark%20Pic.jpg?itok=_vEhSjDI"
"Wong, Eugene",0,0,1650,8e-06,1690,0,0,0,2131916116,"https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/wong.jpg"
"Randy Stevens",1,1,1344,4e-05,0,0,0,0.000274,2103867723,""
"Beth Goldstein",1,0.166667,1344,1.4e-05,0,0,0,0.001416,2134941325,"https://gws.as.uky.edu/sites/default/files/gws.png"
"Raphael Boleslavsky",4,1,1344,5.6e-05,0,0.166667,1,0.006414,2290038538,"https://miami.pure.elsevier.com/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"Raphael Bruckner",2,1,1344,3.8e-05,0,1,1,0.03733,2182825473,"http://molbio.mgh.harvard.edu/molbio-static/noimage1.png"
"Raphael Mitchel Robinson",1,1,1344,4.2e-05,0,0,0,0.000372,2152500812,"https://math.berkeley.edu/sites/default/files/imagecache/photo_faculty/faculty/photos/Raphael-Robinson-1990.jpg"
"Rasenick, Mark",3,1,1344,4.8e-05,0,0,0,0.017624,2431369082,"https://neuro.uic.edu/files/2016/09/Rasenick-200x300.jpg"
"Rashmi Sadana",0,0,1651,8e-06,1691,0,0,0,2031557056,"https://d101vc9winf8ln.cloudfront.net/person_images/1865/cropped/Sadana_Profile_Pic_2019.jpg?1558611273"
"Vasudha  Dalmia",0,0,1652,8e-06,1692,0,0,0,1921158990,"https://southasia.berkeley.edu/sites/default/files/imagecache/People_List_Img_125/shared/images/people/e-vasudha_2_alt.jpg"
"Rati Gelashvili",4,1,1344,4.1e-05,0,0,0,0.053504,210924355,"https://toc.csail.mit.edu/sites/default/files/styles/profile_pic/public/avatars/picture-119-1361952981.jpg?itok=jlf9nu_1"
"James Cusack",1,0.018519,1344,9e-06,0,0,0,0.003021,2174144204,"https://ghsm.hms.harvard.edu/sites/g/files/mcu391/f/styles/person_large/public/person-photos/cusack_pic_1.jpg?itok=DsnLkY5E"
"Wall, Conrad",2,0.4,1344,3.7e-05,0,0,0,0.002052,2094301739,"https://catalyst.harvard.edu/wp-content/themes/_curryint/assets/img/tool-page-logo.png"
"Baweja, Harsimran",1,0.272727,1344,3.2e-05,0,0,0,0.000444,2788164757,"https://ens.sdsu.edu/wp-content/uploads/2014/12/unnamed-150x150.jpg"
"Rosenthal, Michael",1,0.363636,1344,4e-05,0,0,0,0.000444,2560275958,"https://ens.sdsu.edu/wp-content/uploads/2016/08/rosenthal-sm.jpg"
